Endereco Completo;Bairro;Ano de Construcao (Unidade);Area Terreno Total;Area Construida Adquirida;Area Adquirida (Unidades Somadas);Padrao Acabamento (Unidade);Fracao Ideal Adquirida;Tipo Construtivo Preponderante;Descrição Tipo Ocupacao (Unidade);Valor Base Calculo;Valor Imposto Cobrado (sumarizado);Zona Uso ITBI;Data Inclusao Transacao
RUA DOS TIMBIRAS 3428 - GARAGE 41 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 19:10
RUA DOS TIMBIRAS 3428 - GARAGE 42 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 19:11
RUA DOS TIMBIRAS 3428 - GARAGE 43 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 19:12
RUA DOS TIMBIRAS 3428 - GARAGE 44 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 19:14
RUA DOS TIMBIRAS 3428 - GARAGE 45 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 19:15
RUA DOS TIMBIRAS 3428 - GARAGE 46 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 19:16
RUA DOS TIMBIRAS 3428 - GARAGE 47 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 19:17
RUA DOS TIMBIRAS 3428 - GARAGE 48 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 19:19
RUA DOS TIMBIRAS 3428 - GARAGE 49 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 19:20
RUA DOS TIMBIRAS 3428 - GARAGE 4 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 18:23
RUA DOS TIMBIRAS 3428 - GARAGE 50 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 19:21
RUA DOS TIMBIRAS 3428 - GARAGE 51 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 19:22
RUA DOS TIMBIRAS 3428 - GARAGE 52 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 19:23
RUA DOS TIMBIRAS 3428 - GARAGE 53 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 19:24
RUA DOS TIMBIRAS 3428 - GARAGE 54 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 19:25
RUA DOS TIMBIRAS 3428 - GARAGE 55 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 19:26
RUA DOS TIMBIRAS 3428 - GARAGE 56 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 19:28
RUA DOS TIMBIRAS 3428 - GARAGE 57 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 19:29
RUA DOS TIMBIRAS 3428 - GARAGE 58 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 19:30
RUA DOS TIMBIRAS 3428 - GARAGE 59 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 19:31
RUA DOS TIMBIRAS 3428 - GARAGE 5 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 18:25
RUA DOS TIMBIRAS 3428 - GARAGE 60 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 19:33
RUA DOS TIMBIRAS 3428 - GARAGE 61 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 19:34
RUA DOS TIMBIRAS 3428 - GARAGE 62 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 19:34
RUA DOS TIMBIRAS 3428 - GARAGE 63 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 19:37
RUA DOS TIMBIRAS 3428 - GARAGE 64 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 19:39
RUA DOS TIMBIRAS 3428 - GARAGE 65 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 19:42
RUA DOS TIMBIRAS 3428 - GARAGE 66 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 19:44
RUA DOS TIMBIRAS 3428 - GARAGE 67 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 19:45
RUA DOS TIMBIRAS 3428 - GARAGE 68 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 19:46
RUA DOS TIMBIRAS 3428 - GARAGE 69 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;23,82;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;5567,54;ZCBH;20/12/2021 19:49
RUA DOS TIMBIRAS 3428 - GARAGE 6 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 18:26
RUA DOS TIMBIRAS 3428 - GARAGE 70 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 19:50
RUA DOS TIMBIRAS 3428 - GARAGE 7 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 18:29
RUA DOS TIMBIRAS 3428 - GARAGE 8 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 18:30
RUA DOS TIMBIRAS 3428 - GARAGE 9 - BARRO PRETO - 30140-062 - BELO HORIZONTE - MG;BARRO PRETO;2012;1800;11,91;11,91;P3;0,00087;VC;NAO RESIDENCIAL;92792,48;2783,77;ZCBH;20/12/2021 18:32
RUA DOS TIMBIRAS 63 - APT 301 - FUNCIONARIOS - 30140-060 - BELO HORIZONTE - MG;FUNCIONARIOS;1994;600;160;160;P4;0,041143;AP;RESIDENCIAL;750720;22521,6;ZCBH;01/12/2021 11:38
RUA DOS TUMUCUMAQUES 101 - APT 104 BLOCO 1 - SANTA MONICA - 31530-180 - BELO HORIZONTE - MG;SANTA MONICA;2011;4782,5;58,73;58,73;P3;0,008173;AP;RESIDENCIAL;205000;6150;ZAP;22/12/2021 08:57
RUA DOS TUPINAMBAS 909 - APT 1101 - CENTRO - 30120-076 - BELO HORIZONTE - MG;CENTRO;1979;547;55;55;P3;0,01213;AP;RESIDENCIAL;200000;6000;ZHIP;22/12/2021 00:00
RUA DOS TUPIS 426 - APT 1504 - CENTRO - 30190-061 - BELO HORIZONTE - MG;CENTRO;1960;618;111,65;111,65;P3;0,01345;AP;RESIDENCIAL;394212,92;11826,38;ZHIP;17/12/2021 10:16
RUA DO URUGUAI 335-A - GARAGE 21 - SION - 30310-300 - BELO HORIZONTE - MG;SION;1990;840;16,16;16,16;P2;0,007547;VC;NAO RESIDENCIAL;56616,56;1698,49;ZA;16/12/2021 15:36
RUA DO URUGUAI 335 - LOJA 18 - SION - 30310-300 - BELO HORIZONTE - MG;SION;1990;840;30,28;30,28;P3;0,014141;LJ;NAO RESIDENCIAL;290000;8700;ZA;16/12/2021 15:32
RUA DO URUGUAI 907 - APT 201 - SION - 30310-300 - BELO HORIZONTE - MG;SION;1975;360;108;108;P3;0,15;AP;RESIDENCIAL;330000;9900;ZA;29/12/2021 13:53
RUA DO URUGUAI 973 - APT 301 - SION - 30310-300 - BELO HORIZONTE - MG;SION;1979;480;187,6;187,6;P3;0,0916;AP;RESIDENCIAL;600000;18000;ZA;13/12/2021 10:52
RUA DOUTOR ANTONIO GONCALVES DE MATOS 123 - APT 302 - SANTA MONICA - 31525-140 - BELO HORIZONTE - MG;SANTA MONICA;2005;360;128,4;128,4;P3;0,1713;AP;RESIDENCIAL;415000;12450;ZAP;06/12/2021 00:00
RUA DOUTOR BENJAMIM MOSS 332 - APT 301 - CIDADE NOVA - 31170-260 - BELO HORIZONTE - MG;CIDADE NOVA;1995;382;215,35;215,35;P4;0,1848;AP;RESIDENCIAL;706024,98;21180,74;ZA;14/12/2021 08:22
RUA DOUTOR BENJAMIM MOSS 405 - APT 303 - UNIAO - 31170-260 - BELO HORIZONTE - MG;UNIAO;2014;760,27;178,02;178,02;P3;0,074444;AP;RESIDENCIAL;862000;25860;ZAP;02/12/2021 00:00
RUA DOUTOR CRISTIANO REZENDE 2508 - APT 201 - ARAGUAIA - 30622-020 - BELO HORIZONTE - MG;ARAGUAIA;2019;710,83;57,06;57,06;P3;0,04922;AP;RESIDENCIAL;195000;5850;ZAP;14/12/2021 17:15
RUA DOUTOR FERNANDO SCARPELLI 39 - BLOCO 4 APT 102 - CASTELO - 30840-370 - BELO HORIZONTE - MG;CASTELO;1999;1302;47,29;47,29;P2;0,018439;AP;RESIDENCIAL;190000;5700;ZAR2;21/12/2021 14:38
RUA DOUTOR HELVECIO ARANTES 249 - BLOCO 1 APT 302 - LUXEMBURGO - 30380-465 - BELO HORIZONTE - MG;LUXEMBURGO;1989;2304;87,05;87,05;P3;0,025;AP;RESIDENCIAL;300000;9000;ZAR2;17/12/2021 18:19
RUA DOUTOR JARBAS VIDAL GOMES 30 - SALA 206 - CIDADE NOVA - 31170-070 - BELO HORIZONTE - MG;CIDADE NOVA;1992;1155;33,54;33,54;P3;0,006172;SL;NAO RESIDENCIAL;130000;3900;ZA;09/12/2021 17:28
RUA DOUTOR JUVENAL DOS SANTOS 395 - APT 301 - LUXEMBURGO - 30380-530 - BELO HORIZONTE - MG;LUXEMBURGO;1993;432;146,09;146,09;P3;0,166666;AP;RESIDENCIAL;400000;12000;ZAR2;07/12/2021 14:58
RUA DOUTOR JUVENAL DOS SANTOS 92 - APT 1 - LUXEMBURGO - 30380-530 - BELO HORIZONTE - MG;LUXEMBURGO;1978;432;164;164;P3;0,124;AP;RESIDENCIAL;425000;12750;ZAR2;09/12/2021 16:50
RUA DOUTOR LUCIDIO AVELAR 190 - BLOCO 3 APT 204 - BURITIS - 30493-165 - BELO HORIZONTE - MG;BURITIS;2003;1800;61,97;61,97;P3;0,014398;AP;RESIDENCIAL;240000;7200;ZAR2;22/12/2021 11:50
RUA DOUTOR LUCIDIO AVELAR 280 - APT 301 - BURITIS - 30493-165 - BELO HORIZONTE - MG;BURITIS;1997;900;181,01;181,01;P4;0,07873;AP;RESIDENCIAL;625000;18750;ZAR2;16/12/2021 00:00
RUA DOUTOR ORESTES DINIZ 140 - APT 304 - NOVA SUISSA - 30421-099 - BELO HORIZONTE - MG;NOVA SUISSA;1971;2730;95,81;95,81;P3;0,04226;AP;RESIDENCIAL;360000;10800;ZAP;14/12/2021 09:42
RUA DOUTOR ORESTES DINIZ 36 - APT 204 - NOVA SUISSA - 30421-099 - BELO HORIZONTE - MG;NOVA SUISSA;1978;747;93;93;P3;0,011784;AP;RESIDENCIAL;305000;9150;ZAP;20/12/2021 17:58
RUA DOUTOR PEREIRA DE MELO 271 - APT 201 - LUXEMBURGO - 30380-350 - BELO HORIZONTE - MG;LUXEMBURGO;2001;900;374,6;374,6;P4;0,18588;AP;RESIDENCIAL;1346499,7;40394,99;ZAR1;03/12/2021 20:16
RUA DOUTOR RAUL FRANCO 70 - APT 203 - NOVO SAO LUCAS - 30240-450 - BELO HORIZONTE - MG;NOVO SAO LUCAS;1981;735;114;114;P3;0,066;AP;RESIDENCIAL;393546,24;11806,38;ZAP;30/12/2021 00:00
RUA DOUTOR SYLVIO MENICUCCI 163 - APT 402 - CASTELO - 30840-480 - BELO HORIZONTE - MG;CASTELO;2010;420;91,34;91,34;P3;0,07785;AP;RESIDENCIAL;322741,73;9682,25;ZAR2;16/12/2021 12:31
RUA DOUTOR SYLVIO MENICUCCI 711 - APT 601 - CASTELO - 30840-480 - BELO HORIZONTE - MG;CASTELO;2011;656;102,25;102,25;P3;0,05938;AP;RESIDENCIAL;336402,5;10092,07;ZAR2;03/12/2021 11:50
RUA DOUTOR TELES 114 - APT 601 - LIBERDADE - 31270-180 - BELO HORIZONTE - MG;LIBERDADE;2001;720;277,39;277,39;P3;0,135227;AP;RESIDENCIAL;1135000;34050;ZAP;10/12/2021 15:36
RUA EDUARDO PORTO 75 - APT 33 - CIDADE JARDIM - 30380-060 - BELO HORIZONTE - MG;CIDADE JARDIM;1950;1000;78,75;78,75;P2;0,0625;AP;RESIDENCIAL;420000;12600;ZP2;01/12/2021 15:56
RUA EGITO 80 - BLOCO 4D APT 102 - GLORIA - 30880-130 - BELO HORIZONTE - MG;GLORIA;2001;2454;68,81;68,81;P3;0,02013;AP;RESIDENCIAL;245000;7350;ZAP;29/12/2021 13:52
RUA ELI SEABRA FILHO 100 - APT 1401 BLOCO 2 - BURITIS - 30575-740 - BELO HORIZONTE - MG;BURITIS;2015;34348,06;78,47;78,47;P4;0,001571;AP;RESIDENCIAL;475000;14250;ZAR2;07/12/2021 14:01
RUA ELISIO DE BRITO 170 - BOA VISTA - 31060-470 - BELO HORIZONTE - MG;BOA VISTA;1962;360;154;154;P2;0,352403;LJ;NAO RESIDENCIAL;246682,1;7400,46;ZAP;15/12/2021 00:00
RUA ELISIO DE BRITO 170 - BOA VISTA - 31060-470 - BELO HORIZONTE - MG;BOA VISTA;1962;360;283;313;P2;0,647597;CA;RESIDENCIAL;453317,9;40798,59;ZAP;15/12/2021 00:00
RUA ELSON NUNES DE SOUZA 761 - BLOCO B APT 1 - CASTELO - 30840-530 - BELO HORIZONTE - MG;CASTELO;2003;930;56,51;56,51;P3;0,050053;AP;RESIDENCIAL;236859,41;7105,78;ZAR2;14/12/2021 12:00
RUA ENGENHEIRO ALBERTO PONTES 184 - APT 1504 - BURITIS - 30492-020 - BELO HORIZONTE - MG;BURITIS;2002;1800;102,9;102,9;P4;0,017967;AP;RESIDENCIAL;440000;13200;ZAR2;07/12/2021 11:21
RUA ENGENHEIRO ALBERTO PONTES 293 - APT 701 - BURITIS - 30492-020 - BELO HORIZONTE - MG;BURITIS;2012;1813,33;282,86;282,86;P5;0,03647;AP;RESIDENCIAL;1400000;42000;ZAR2;16/12/2021 10:03
RUA ENGENHEIRO ALBERTO PONTES 407 - BLOCO B APT 104 - BURITIS - 30492-020 - BELO HORIZONTE - MG;BURITIS;1994;1801,77;73,87;73,87;P3;0,02871;AP;RESIDENCIAL;450000;13500;ZAR2;01/12/2021 10:30
RUA ENGENHEIRO ALBERTO PONTES 434 - APT 201 - BURITIS - 30492-020 - BELO HORIZONTE - MG;BURITIS;2008;875;155,78;155,78;P4;0,069942;AP;RESIDENCIAL;620000;18600;ZAR2;21/12/2021 09:10
RUA ENGENHEIRO ALUISIO ROCHA 126 - APT 501 - BURITIS - 30575-260 - BELO HORIZONTE - MG;BURITIS;2002;651;194,4;194,4;P4;0,092369;AP;RESIDENCIAL;820000;24600;ZAR2;10/12/2021 13:49
RUA ENGENHEIRO ALUISIO ROCHA 145 - APT 102 - BURITIS - 30575-260 - BELO HORIZONTE - MG;BURITIS;1993;451;138,65;138,65;P3;0,166666;AP;RESIDENCIAL;376351,56;11290,54;ZAR2;02/12/2021 00:00
RUA ENGENHEIRO GODOFREDO DOS SANTOS 48 - APT 1503 - ESTORIL - 30494-220 - BELO HORIZONTE - MG;ESTORIL;2006;1588,8;143,18;143,18;P3;0,028579;AP;RESIDENCIAL;462465,96;13873,97;ZAR2;06/12/2021 17:34
RUA ENGENHEIRO OSWALDO ANDRADE 54 - BLOCO 2 APT 301 - CAICARA ADELAIDE - 30720-540 - BELO HORIZONTE - MG;CAICARA ADELAIDE;2002;1491;91,34;91,34;P3;0,02834;AP;RESIDENCIAL;380000;11400;ZAR2;30/12/2021 00:00
RUA ENGENHEIRO PEDRO BAX 500 - APT 103 - SANTA AMELIA - 31560-380 - BELO HORIZONTE - MG;SANTA AMELIA;2016;360;105,65;105,65;P3;0,15709;AP;RESIDENCIAL;380000;11400;ZAR2;02/12/2021 13:27
RUA ENGENHEIRO PEDRO BAX 696 - APT 102 - SANTA AMELIA - 31560-380 - BELO HORIZONTE - MG;SANTA AMELIA;1993;720;77,23;77,23;P3;0,106;AP;RESIDENCIAL;272523,04;8175,69;ZAR2;23/12/2021 17:47
RUA ENGENHEIRO ZOROASTRO TORRES 282 - APT 102 - SANTO ANTONIO - 30350-260 - BELO HORIZONTE - MG;SANTO ANTONIO;2019;728;80,09;320,36;P3;0,07576;AP;RESIDENCIAL;315000;18900;ZA;27/12/2021 10:59
RUA ENGENHEIRO ZOROASTRO TORRES 85 - APT 901 - SANTO ANTONIO - 30350-260 - BELO HORIZONTE - MG;SANTO ANTONIO;1993;776;251,71;251,71;P4;0,1094;AP;RESIDENCIAL;805346,15;24160,38;ZA;06/12/2021 15:42
RUA ENGENHO DE DENTRO 507 - APT 102 - ALTO CAICARAS - 30775-480 - BELO HORIZONTE - MG;ALTO CAICARAS;2000;785;175,35;175,35;P4;0,06012;AP;RESIDENCIAL;616442,93;18493,28;ZAR2;15/12/2021 11:48
RUA ENGENHO DE DENTRO 594 - APT 203 - ALTO CAICARAS - 30775-480 - BELO HORIZONTE - MG;ALTO CAICARAS;1982;360;99;99;P2;0,11009;AP;RESIDENCIAL;230000;6900;ZAR2;04/12/2021 11:17
RUA EPIDOTO 172 - APT 101 - SANTA TEREZA - 31010-270 - BELO HORIZONTE - MG;SANTA TEREZA;1979;420;129,53;129,53;P3;0,18066;AP;RESIDENCIAL;360000;10800;ZA;17/12/2021 18:30
RUA ERASMO FIGUEIREDO SILVA 209 - APT 201 - JARAGUA - 31260-030 - BELO HORIZONTE - MG;JARAGUA;2002;366;118,18;118,18;P3;0,10912;AP;RESIDENCIAL;370139,76;11104,19;ZAP;29/12/2021 00:00
RUA ERNANI AGRICOLA 420 - APT 204 BLOCO 1 - BURITIS - 30492-040 - BELO HORIZONTE - MG;BURITIS;2010;4553,75;180,21;180,21;P4;0,01315;AP;RESIDENCIAL;900000;27000;ZAR2;29/12/2021 00:00
RUA ERNANI AGRICOLA 420 - APT 502 BLOCO 1 - BURITIS - 30492-040 - BELO HORIZONTE - MG;BURITIS;2010;4553,75;170,62;170,62;P4;0,01245;AP;RESIDENCIAL;780000;23400;ZAR2;14/12/2021 18:10
RUA ERNANI AGRICOLA 566 - APT 1401 - BURITIS - 30492-040 - BELO HORIZONTE - MG;BURITIS;2012;2612;220,33;220,33;P4;0,022108;AP;RESIDENCIAL;780000;23400;ZAR2;09/12/2021 14:56
RUA ERNANI AGRICOLA 566 - APT 1701 - BURITIS - 30492-040 - BELO HORIZONTE - MG;BURITIS;2012;2612;220,33;881,32;P4;0,022108;AP;RESIDENCIAL;895000;53700;ZAR2;28/12/2021 11:00
RUA ERNANI AGRICOLA 6 - APT 1101 - BURITIS - 30492-040 - BELO HORIZONTE - MG;BURITIS;1997;951,12;174,38;174,38;P4;0,0329;AP;RESIDENCIAL;592368,86;17771,06;ZAR2;20/12/2021 00:00
RUA ERNESTO BRAGA 148 - CASA 1 - SANTA AMELIA - 31555-040 - BELO HORIZONTE - MG;SANTA AMELIA;2009;360;237,75;951;P3;0,5;CA;RESIDENCIAL;795000;47700;ZAR2;27/12/2021 00:00
RUA ERNESTO CARNEIRO SANTIAGO 22 - APT 503 - PADRE EUSTAQUIO - 30730-020 - BELO HORIZONTE - MG;PADRE EUSTAQUIO;2015;600;82,91;82,91;P3;0,05497;AP;RESIDENCIAL;253000;7590;ZA;16/12/2021 00:00
RUA ERNESTO TOGNOLO 251 - APT 1002 BLOCO 2 - POUSADA SANTO ANTONIO - 31970-170 - BELO HORIZONTE - MG;POUSADA SANTO ANTONIO;2020;6092,32;93,01;93,01;P3;0,010388;AP;RESIDENCIAL;273732,75;8211,98;ZAR2;13/12/2021 00:00
RUA ERNESTO TOGNOLO 251 - APT 102 BLOCO 2 - POUSADA SANTO ANTONIO - 31970-170 - BELO HORIZONTE - MG;POUSADA SANTO ANTONIO;2020;6092,32;68,07;272,28;P3;0,007602;AP;RESIDENCIAL;216450;12987;ZAR2;28/12/2021 10:49
RUA ERNESTO TOGNOLO 251 - APT 402 BLOCO 2 - POUSADA SANTO ANTONIO - 31970-170 - BELO HORIZONTE - MG;POUSADA SANTO ANTONIO;2020;6092,32;62,86;62,86;P3;0,00702;AP;RESIDENCIAL;193000;5790;ZAR2;13/12/2021 00:00
RUA ERNESTO TOGNOLO 251 - APT 702 BLOCO 2 - POUSADA SANTO ANTONIO - 31970-170 - BELO HORIZONTE - MG;POUSADA SANTO ANTONIO;2020;6092,32;65,54;65,54;P3;0,00732;AP;RESIDENCIAL;198000;5940;ZAR2;22/12/2021 14:04
RUA ERNESTO TOGNOLO 251 - APT 904 BLOCO 2 - POUSADA SANTO ANTONIO - 31970-170 - BELO HORIZONTE - MG;POUSADA SANTO ANTONIO;2020;6092,32;65,54;65,54;P3;0,00732;AP;RESIDENCIAL;192887,27;5786,61;ZAR2;17/12/2021 14:56
RUA ERNESTO TOGNOLO 95 - APT 304 BLOCO 2 - POUSADA SANTO ANTONIO - 31970-170 - BELO HORIZONTE - MG;POUSADA SANTO ANTONIO;2012;9174,81;56,34;56,34;P3;0,00522;AP;RESIDENCIAL;142354,29;4270,62;ZE;29/12/2021 00:00
RUA ESMERALDA 559 - APT 701 - PRADO - 30411-191 - BELO HORIZONTE - MG;PRADO;2012;1060;220,62;220,62;P4;0,060566;AP;RESIDENCIAL;1070000;32100;ZA;16/12/2021 08:30
RUA ESPIRITO SANTO 1204 - SALA 1206 - CENTRO - 30160-033 - BELO HORIZONTE - MG;CENTRO;1981;482;38;152;P3;0,006819;SL;NAO RESIDENCIAL;129999,99;7799,98;ZHIP;27/12/2021 00:00
RUA ESPIRITO SANTO 2727 - SALA 702 - LOURDES - 30160-038 - BELO HORIZONTE - MG;LOURDES;1996;1290;48,89;48,89;P4;0,006598;SL;NAO RESIDENCIAL;292792,76;8783,78;ZCBH;15/12/2021 20:11
RUA ESPIRITO SANTO 935 - APT 802 - CENTRO - 30160-033 - BELO HORIZONTE - MG;CENTRO;1963;600;190,1;760,4;P3;0,024841;AP;RESIDENCIAL;535000;32100;ZHIP;28/12/2021 11:15
RUA ESPIRITO SANTO 935 - CENTRO - 30160-033 - BELO HORIZONTE - MG;CENTRO;1963;600;35;175;P3;0,004448;VR;RESIDENCIAL;64999,95;5849,97;ZHIP;28/12/2021 11:10
RUA ESTACIO DE SA 20 - APT 400 - GUTIERREZ - 30441-042 - BELO HORIZONTE - MG;GUTIERREZ;2011;409;199,59;199,59;P4;0,12515;AP;RESIDENCIAL;840000;25200;ZA;30/12/2021 00:00
RUA ESTADOS UNIDOS 431 - APT 102 - COPACABANA - 31550-430 - BELO HORIZONTE - MG;COPACABANA;1997;360;92,89;92,89;P3;0,25;AP;RESIDENCIAL;260000;7800;ZAR2;02/12/2021 09:52
RUA ESTER AUGUSTA RIBEIRO 277 - BLOCO E APT 203 - CAMARGOS - 30525-490 - BELO HORIZONTE - MG;CAMARGOS;1995;10309;45,4;45,4;P3;0,0048;AP;RESIDENCIAL;149999,91;4499,99;ZAR2;01/12/2021 00:00
RUA ESTER AUGUSTA RIBEIRO 293 - BLOCO E APT 302 - CAMARGOS - 30525-490 - BELO HORIZONTE - MG;CAMARGOS;1995;10309;45,4;45,4;P3;0,0048;AP;RESIDENCIAL;150000;4500;ZAR2;09/12/2021 10:57
RUA ESTER AUGUSTA RIBEIRO 70 - APT 3 BLOCO 2 - CAMARGOS - 30525-490 - BELO HORIZONTE - MG;CAMARGOS;2009;10311;45,98;45,98;P3;0,00369;AP;RESIDENCIAL;165032,34;4950,97;ZAR2;21/12/2021 09:03
