Endereco Completo;Bairro;Ano de Construcao (Unidade);Area Terreno Total;Area Construida Adquirida;Area Adquirida (Unidades Somadas);Padrao Acabamento (Unidade);Fracao Ideal Adquirida;Tipo Construtivo Preponderante;Descrição Tipo Ocupacao (Unidade);Valor Base Calculo;Valor Imposto Cobrado (sumarizado);Zona Uso ITBI;Data Inclusao Transacao
RUA WADY JOSE ALAU 105 - APT 603 - OURO PRETO - 31330-680 - BELO HORIZONTE - MG;OURO PRETO;2016;1000;151,48;151,48;P3;0,060541;AP;RESIDENCIAL;527150,4;15814,51;ZAP;14/09/2021
RUA LITARGIRIO 235 - APT 202 - GRAJAU - 30431-232 - BELO HORIZONTE - MG;GRAJAU;1996;387,5;118,4;118,4;P3;0,141;AP;RESIDENCIAL;350000;10500;ZA;14/09/2021
RUA CORNELIO CERQUEIRA 865 - APT 302 - PADRE EUSTAQUIO - 30730-482 - BELO HORIZONTE - MG;PADRE EUSTAQUIO;1996;396;160,5;160,5;P3;0,1996;AP;RESIDENCIAL;432996,9;12989,9;ZA;14/09/2021
RUA DOUTOR HELVECIO ARANTES 40 - APT 506 - LUXEMBURGO - 30380-465 - BELO HORIZONTE - MG;LUXEMBURGO;2015;2707;90,95;90,95;P4;0,01647;AP;RESIDENCIAL;453509,94;13605,29;ZAR2;14/09/2021
RUA EGITO 240 - COPACABANA - 31540-240 - BELO HORIZONTE - MG;COPACABANA;0;360;0;0;TE;1;LV;TERRITORIAL;338580;60944,4;ZAR2;14/09/2021
RUA BERNARDO GUIMARAES 2014 - APT 503 - LOURDES - 30140-087 - BELO HORIZONTE - MG;LOURDES;1983;1200;122;122;P4;0,014573;AP;RESIDENCIAL;605000;18150;ZCBH;14/09/2021
RUA PADRE LEOPOLDO BRETANO 342 - APT 4 - JOAO PINHEIRO - 30530-180 - BELO HORIZONTE - MG;JOAO PINHEIRO;1983;350;56;112;P1;0,16086;AP;RESIDENCIAL;195000;11700;ZAR2;14/09/2021
RUA JOSE HEMETERIO ANDRADE 410 - APT 601 - BURITIS - 30493-180 - BELO HORIZONTE - MG;BURITIS;2004;1305,19;241,2;241,2;P4;0,068538;AP;RESIDENCIAL;970000;29100;ZAR2;14/09/2021
RUA PROFESSORA BARTIRA MOURAO 710 - BLOCO 4 APT 402 - BURITIS - 30492-025 - BELO HORIZONTE - MG;BURITIS;2001;1922;69,67;69,67;P3;0,018116;AP;RESIDENCIAL;230000;6900;ZAR2;14/09/2021
RUA DOUTOR RUBENS GUIMARAES 271 - APT 202 - CASTELO - 30840-430 - BELO HORIZONTE - MG;CASTELO;2001;425,6;131,56;131,56;P3;0,16667;AP;RESIDENCIAL;380892,51;11426,77;ZAR2;14/09/2021
RUA RAIMUNDO CORREIA 122 - APT 1001 - SAO PEDRO - 30330-090 - BELO HORIZONTE - MG;SAO PEDRO;2014;1280,3;306,04;306,04;P5;0,05459;AP;RESIDENCIAL;1869108,7;56073,26;ZA;14/09/2021
RUA VITORIO MAGNAVACCA 251 - BLOCO 3 APT 104 - BURITIS - 30492-015 - BELO HORIZONTE - MG;BURITIS;2001;1800;64,59;64,59;P3;0,016984;AP;RESIDENCIAL;250000;7500;ZAR2;14/09/2021
RUA CRISTOVAO PINTO RIBEIRO 76 - CASA 02 - SANTA AMELIA - 31555-280 - BELO HORIZONTE - MG;SANTA AMELIA;2018;360;180,09;360,18;P4;0,5;CA;RESIDENCIAL;850000;51000;ZAP;14/09/2021
RUA JOSE CLEMENTE PEREIRA 7 - APT 1002 - IPIRANGA - 31160-130 - BELO HORIZONTE - MG;IPIRANGA;2000;750;95,81;287,43;P3;0,01963;AP;RESIDENCIAL;279999,79;25199,97;ZAP;14/09/2021
RUA KIMBERLITA 317 - SANTA TEREZA - 31010-260 - BELO HORIZONTE - MG;SANTA TEREZA;1947;320;188;218;P3;1;CA;RESIDENCIAL;900000;81000;ZA;14/09/2021
RUA ESMERALDO BOTELHO 189 - APT 402 - BURITIS - 30575-800 - BELO HORIZONTE - MG;BURITIS;2013;450;260,53;260,53;P3;0,19208;AP;RESIDENCIAL;763990,25;22919,7;ZAR2;14/09/2021
RUA FRANCISCO BICALHO 1157 - APT 1506 - PADRE EUSTAQUIO - 30720-340 - BELO HORIZONTE - MG;PADRE EUSTAQUIO;1997;2500;86,32;86,32;P3;0,008835;AP;RESIDENCIAL;249326,69;7479,8;ZA;14/09/2021
RUA CANTOR LUIZ GONZAGA 444 - APT 403 - CASTELO - 30840-340 - BELO HORIZONTE - MG;CASTELO;2006;420;163,06;163,06;P3;0,1471;AP;RESIDENCIAL;580000;17400;ZAR2;14/09/2021
RUA PADRE DEMERVAL GOMES 127 - APT 104 - CORACAO EUCARISTICO - 30535-470 - BELO HORIZONTE - MG;CORACAO EUCARISTICO;1999;500;108,37;108,37;P3;0,087157;AP;RESIDENCIAL;370000;11100;ZA;14/09/2021
RUA CINQUENTA E SEIS 14 - APT 202 - MANGUEIRAS - 30664-322 - BELO HORIZONTE - MG;MANGUEIRAS;2018;510;86,26;86,26;P3;0,0767;AP;RESIDENCIAL;185000;5550;ZAR2;14/09/2021
AVE PRESIDENTE TANCREDO NEVES 2640 - GARAGE VC 89 PAVMTO 4º - PAQUETA - 31330-472 - BELO HORIZONTE - MG;PAQUETA;2021;6505,42;14,38;14,38;P4;0,00115;VC;NAO RESIDENCIAL;51624,2;1548,72;ZAR2;14/09/2021
AVE PRESIDENTE TANCREDO NEVES 2640 - GARAGE VC 90 PAVMTO 4º - PAQUETA - 31330-472 - BELO HORIZONTE - MG;PAQUETA;2021;6505,42;14,38;14,38;P4;0,00115;VC;NAO RESIDENCIAL;51624,2;1548,72;ZAR2;14/09/2021
RUA ARNALDO CATHOUD 292 - BRAUNAS - 31370-290 - BELO HORIZONTE - MG;BRAUNAS;2014;3536,64;516,38;1032,76;P4;1;CA;RESIDENCIAL;1799999,52;107999,96;ZP2;14/09/2021
AVE AUGUSTO DE LIMA 1646 - SALA 313 - BARRO PRETO - 30190-914 - BELO HORIZONTE - MG;BARRO PRETO;1980;600;22,38;22,38;P3;0,0029;SL;NAO RESIDENCIAL;69127,34;2073,82;ZCBH;15/09/2021
AVE DOM JOSE GASPAR 809 - APT 203 - CORACAO EUCARISTICO - 30535-610 - BELO HORIZONTE - MG;CORACAO EUCARISTICO;1979;456;70;70;P2;0,083333;AP;RESIDENCIAL;270000;8100;ZA;15/09/2021
AVE FLEMING 585 - APT 302 BLOCO 3 - OURO PRETO - 31310-490 - BELO HORIZONTE - MG;OURO PRETO;2008;8263,5;83,85;83,85;P3;0,007153;AP;RESIDENCIAL;325000;9750;ZAR2;15/09/2021
AVE JOSE DE OLIVEIRA VAZ 203 - APT 303 BLOCO 4 - BURITIS - 30575-855 - BELO HORIZONTE - MG;BURITIS;2016;11727,79;128,2;128,2;P4;0,00399;AP;RESIDENCIAL;720000;21600;ZAR2;15/09/2021
AVE PORTUGAL 1080 - JARDIM ATLANTICO - 31560-000 - BELO HORIZONTE - MG;JARDIM ATLANTICO;2012;1105,99;878;878;P4;1;CA;RESIDENCIAL;4500000;135000;ZP2;15/09/2021
RUA ALIPIO DE MELO 66 - BLOCO 1 APT 104 - JARDIM MONTANHES - 30750-010 - BELO HORIZONTE - MG;JARDIM MONTANHES;2003;1383;47,85;47,85;P2;0,018161;AP;RESIDENCIAL;185000;5550;ZAP;15/09/2021
RUA AUGUSTO CLEMENTINO 1219 - APT 201 - COPACABANA - 31550-300 - BELO HORIZONTE - MG;COPACABANA;1994;360;58,77;58,77;P3;0,2111;AP;RESIDENCIAL;337000;10110;ZAR2;15/09/2021
RUA BLENDA 251 - APT 504- BLOCO 17 - CAMARGOS - 30520-240 - BELO HORIZONTE - MG;CAMARGOS;2015;39198,41;76,79;76,79;P3;0,002014;AP;RESIDENCIAL;230758,03;6922,74;ZAR2;15/09/2021
RUA CALMA 117 - BOA VISTA - 31070-370 - BELO HORIZONTE - MG;BOA VISTA;1978;360;156,08;156,08;P2;1;CA;RESIDENCIAL;266064,64;15963,86;ZAR2;15/09/2021
RUA CARDEAL STEPINAC 305 - APT 201 - CIDADE NOVA - 31170-220 - BELO HORIZONTE - MG;CIDADE NOVA;2021;1140;298,52;298,52;P5;0,073088;AP;RESIDENCIAL;1644577,7;49337,33;ZA;15/09/2021
RUA CASTELO DE OBIDOS 152 - APT 201 - CASTELO - 31330-320 - BELO HORIZONTE - MG;CASTELO;1999;420;67,63;67,63;P3;0,070689;AP;RESIDENCIAL;265000;7950;ZAR2;15/09/2021
RUA CASTELO SANTAREM 389 - CASTELO - 31330-220 - BELO HORIZONTE - MG;CASTELO;2002;420;353,18;353,18;P4;1;CA;RESIDENCIAL;1500000;45000;ZAR2;15/09/2021
RUA CORONEL JAIRO PEREIRA 799 - APT 302 - PALMARES - 31160-560 - BELO HORIZONTE - MG;PALMARES;2002;360;191,51;191,51;P3;0,2075;AP;RESIDENCIAL;610000;18300;ZAP;15/09/2021
RUA DAS OSTRAS 95 - APT 204 BLOCO 2 - SANTA MARIA - 30525-510 - BELO HORIZONTE - MG;SANTA MARIA;2012;6000;48,8;48,8;P3;0,007369;AP;RESIDENCIAL;200000;6000;ZAR2;15/09/2021
RUA DONA NANCY DE VASCONCELOS GOMES 48 - APT 801 - HORTO - 31030-072 - BELO HORIZONTE - MG;HORTO;2003;1452,52;78,17;78,17;P3;0,028498;AP;RESIDENCIAL;375000;11250;ZAP;15/09/2021
RUA DOS PAMPAS 201 - GARAGE 20/35 PAVMTO 3º GAR 3 - PRADO - 30411-073 - BELO HORIZONTE - MG;PRADO;2016;7290,1;28,34;28,34;P5;0,00104;VC;NAO RESIDENCIAL;92543,57;2776,3;ZA;15/09/2021
RUA DOS PESSEGUEIROS 124 - BLOCO 2 APT 102 - VILA CLORIS - 31744-072 - BELO HORIZONTE - MG;VILA CLORIS;2001;4528,05;75,8;75,8;P3;0,008412;AP;RESIDENCIAL;260000;7800;ZAP;15/09/2021
RUA DOS TUMUCUMAQUES 85 - APT 306 BLOCO 3 - SANTA MONICA - 31530-180 - BELO HORIZONTE - MG;SANTA MONICA;2011;4782,5;60,58;60,58;P3;0,008431;AP;RESIDENCIAL;210000;6300;ZAP;15/09/2021
RUA DOUTOR DJALMA CARNEIRO 61 - APT 401 - PALMEIRAS - 30575-440 - BELO HORIZONTE - MG;PALMEIRAS;2019;716,63;98,24;98,24;P3;0,0575;AP;RESIDENCIAL;305000;9150;ZAR2;15/09/2021
RUA DOUTOR SYLVIO MENICUCCI 140 - APT 301 - CASTELO - 30840-480 - BELO HORIZONTE - MG;CASTELO;2000;1260;94,23;94,23;P3;0,041889;AP;RESIDENCIAL;276000;8280;ZAR2;15/09/2021
RUA DOUTOR TELES 306 - APT 701 - LIBERDADE - 31270-180 - BELO HORIZONTE - MG;LIBERDADE;2014;1420;308,08;308,08;P4;0,05037;AP;RESIDENCIAL;1270000;38100;ZAP;15/09/2021
RUA ENGENHEIRO SCHNOOR 304 - CEU AZUL - 31540-260 - BELO HORIZONTE - MG;CEU AZUL;1998;360;230;381,32;P3;1;CA;RESIDENCIAL;427725;25663,5;ZAR2;15/09/2021
RUA ESTER AUGUSTA RIBEIRO 70 - APT 204 BLOCO 4 - CAMARGOS - 30525-490 - BELO HORIZONTE - MG;CAMARGOS;2009;10311;45,98;45,98;P3;0,00369;AP;RESIDENCIAL;165032,34;4950,97;ZAR2;15/09/2021
RUA FERNANDES TOURINHO 700 - APT 302 - SAVASSI - 30112-004 - BELO HORIZONTE - MG;SAVASSI;1981;1200;197,41;197,41;P4;0,025641;AP;RESIDENCIAL;980000;29400;ZCBH;15/09/2021
RUA FERNANDES TOURINHO 782 - APT 1101 - SAVASSI - 30112-004 - BELO HORIZONTE - MG;SAVASSI;2016;1200;179,18;179,18;P5;0,02145;AP;RESIDENCIAL;1385839,4;41575,18;ZCBH;15/09/2021
RUA FURTADO DE MENEZES 329 - SANTA ROSA - 31255-780 - BELO HORIZONTE - MG;SANTA ROSA;1977;360;266,77;266,77;P3;1;CA;RESIDENCIAL;580000;34800;ZAR2;15/09/2021
RUA GENTIL PORTUGAL DO BRASIL 55 - APT 203 BLOCO 26 - CAMARGOS - 30520-540 - BELO HORIZONTE - MG;CAMARGOS;2013;59833,1;48,57;48,57;P3;0,000739;AP;RESIDENCIAL;162214,6;4866,43;ZAR2;15/09/2021
RUA GONCALVES DIAS 615 - APT 804 - SAVASSI - 30140-091 - BELO HORIZONTE - MG;SAVASSI;2013;1200;176,32;176,32;P3;0,02352;AP;RESIDENCIAL;965000;28950;ZCBH;15/09/2021
RUA HELIO PELLEGRINO 193 - APT 101 - SAO JOAO BATISTA - 31515-350 - BELO HORIZONTE - MG;SAO JOAO BATISTA;2021;761,8;51,83;51,83;P3;0,05658;AP;RESIDENCIAL;180368,4;5411,05;ZAP;15/09/2021
RUA ITAJUBA 1851 - APT 502 SAG FAMILIA - SAGRADA FAMILIA - 31030-430 - BELO HORIZONTE - MG;SAGRADA FAMILIA;1977;440;78,26;78,26;P3;0,036604;AP;RESIDENCIAL;260000;7800;ZAP;15/09/2021
RUA JACEGUAI 208 - SALA 1004 PAVMTO 10º - PRADO - 30411-040 - BELO HORIZONTE - MG;PRADO;2016;7290,1;134,63;134,63;P5;0,00494;SL;NAO RESIDENCIAL;700000;21000;ZA;15/09/2021
RUA JOAO GUALBERTO FILHO 421 - APT 602 - SAGRADA FAMILIA - 31030-410 - BELO HORIZONTE - MG;SAGRADA FAMILIA;2016;400;210,97;210,97;P3;0,141036;AP;RESIDENCIAL;734175,6;22025,26;ZAP;15/09/2021
RUA JORDELINA MARIA DO CARMO 780 - APT 302 - MANTIQUEIRA - 31660-260 - BELO HORIZONTE - MG;MANTIQUEIRA;2021;547,5;54,7;54,7;P3;0,080942;AP;RESIDENCIAL;210000;6300;ZAR2;15/09/2021
RUA JORNALISTA MARIO EUGENIO 81 - APT 201 - SERRANO - 30882-610 - BELO HORIZONTE - MG;SERRANO;2013;360;102,46;102,46;P4;0,09829;AP;RESIDENCIAL;404717;12141,51;ZAP;15/09/2021
RUA JOSE FERREIRA CASCAO 33 - APT 500 - BELVEDERE - 30320-720 - BELO HORIZONTE - MG;BELVEDERE;2008;4606,43;816,1;816,1;P5;0,047268;AP;RESIDENCIAL;5150000;154500;ZP3;15/09/2021
RUA JOSE HEMETERIO ANDRADE 72 - APT 501 - BURITIS - 30493-180 - BELO HORIZONTE - MG;BURITIS;1998;900;191,04;191,04;P4;0,071429;AP;RESIDENCIAL;585000;17550;ZAR2;15/09/2021
RUA JUDITH BINATTI 257 - APT 702 - LIBERDADE - 31270-250 - BELO HORIZONTE - MG;LIBERDADE;2019;720;294,44;294,44;P4;0,1087;AP;RESIDENCIAL;1163038;34891,14;ZAP;15/09/2021
RUA JULIO DE CASTILHO 744 - APT 501 - CINQUENTENARIO - 30570-080 - BELO HORIZONTE - MG;CINQUENTENARIO;2015;1500;132,55;132,55;P3;0,04388;AP;RESIDENCIAL;347783,99;10433,51;ZAR2;15/09/2021
RUA JULIO DE CASTILHO 940 - APT 701 - CINQUENTENARIO - 30570-080 - BELO HORIZONTE - MG;CINQUENTENARIO;2015;1540;202,59;202,59;P4;0,06069;AP;RESIDENCIAL;670000;20100;ZAR2;15/09/2021
RUA MARTIM FRANCISCO 407 - APT 101 BLOCO B - GUTIERREZ - 30441-127 - BELO HORIZONTE - MG;GUTIERREZ;1976;1028;134,4;134,4;P3;0,0596;AP;RESIDENCIAL;355000;10650;ZA;15/09/2021
RUA MARTINICA 352 - APT 201 BLOCO 3 - SANTA BRANCA - 31565-400 - BELO HORIZONTE - MG;SANTA BRANCA;2021;4710,5;47,96;47,96;P3;0,009582;AP;RESIDENCIAL;210000;6300;ZAP;15/09/2021
RUA MARTINICA 352 - APT 301 BLOCO 3 - SANTA BRANCA - 31565-400 - BELO HORIZONTE - MG;SANTA BRANCA;2021;4710,5;47,96;47,96;P3;0,009582;AP;RESIDENCIAL;210000;6300;ZAP;15/09/2021
RUA MINISTRO OROZIMBO NONATO 485 - APT 101 - DONA CLARA - 31260-230 - BELO HORIZONTE - MG;DONA CLARA;1991;360;115,66;115,66;P3;0,25;AP;RESIDENCIAL;350000;10500;ZAP;15/09/2021
RUA NORTE 181 - APT 8 - SANTA MONICA - 31565-320 - BELO HORIZONTE - MG;SANTA MONICA;1982;1000;62;62;P3;0,06335;CA;RESIDENCIAL;113141,8;3394,25;ZAP;15/09/2021
RUA OSMAR COSTA 50 - BLOCO 2 APT 101 - HELIOPOLIS - 31741-500 - BELO HORIZONTE - MG;HELIOPOLIS;2004;2252;49,64;49,64;P2;0,041422;AP;RESIDENCIAL;300000;9000;ZAP;15/09/2021
RUA PADRE PEDRO EVANGELISTA 166 - APT 504 - CORACAO EUCARISTICO - 30535-490 - BELO HORIZONTE - MG;CORACAO EUCARISTICO;1995;1200;112,03;112,03;P3;0,040538;AP;RESIDENCIAL;500000;15000;ZA;15/09/2021
RUA POLONIA 1168 - CASA 03 - JARDIM LEBLON - 31540-190 - BELO HORIZONTE - MG;JARDIM LEBLON;2016;360;58,23;58,23;P2;0,24889;CA;RESIDENCIAL;270000;8100;ZAR2;15/09/2021
RUA PROFESSOR DOMICIO MURTA 151 - APT 704 - OURO PRETO - 31330-670 - BELO HORIZONTE - MG;OURO PRETO;2019;1415;126,51;126,51;P3;0,02353;AP;RESIDENCIAL;435000;13050;ZAP;15/09/2021
RUA PROFESSOR JOAO MARTINS 184 - APT 904 - LUXEMBURGO - 30380-580 - BELO HORIZONTE - MG;LUXEMBURGO;1991;2202;128,67;128,67;P3;0,023974;AP;RESIDENCIAL;522000;15660;ZAR2;15/09/2021
RUA RIACHUELO 773 - BLOCO B8 APT 32 - PADRE EUSTAQUIO - 30720-060 - BELO HORIZONTE - MG;PADRE EUSTAQUIO;1976;43319,12;47;47;P3;0,000909;AP;RESIDENCIAL;200000;6000;ZA;15/09/2021
RUA SILVA VIANA 259 - SALGADO FILHO - 30550-290 - BELO HORIZONTE - MG;SALGADO FILHO;1987;360;225;225;P3;1;CA;RESIDENCIAL;655000;39300;ZAP;15/09/2021
RUA VEREADOR NELSON CUNHA 415 - APT 301 - ESTORIL - 30494-015 - BELO HORIZONTE - MG;ESTORIL;2013;375;177,19;177,19;P3;0,20301;AP;RESIDENCIAL;616621,2;18498,63;ZAR2;15/09/2021
RUA INSPETOR NILO SEABRA 116 - APT 302 - CIDADE NOVA - 31170-290 - BELO HORIZONTE - MG;CIDADE NOVA;1978;595;108,08;108,08;P3;0,096411;AP;RESIDENCIAL;360000;10800;ZA;15/09/2021
RUA CURITIBA 1697 - APT 401 - LOURDES - 30170-122 - BELO HORIZONTE - MG;LOURDES;1982;600;100;100;P4;0,0292;AP;RESIDENCIAL;620000;18600;ZCBH;15/09/2021
RUA MARTIM FRANCISCO 857 - APT 601 - GUTIERREZ - 30441-127 - BELO HORIZONTE - MG;GUTIERREZ;1984;516;187,92;187,92;P3;0,12;AP;RESIDENCIAL;850000;25500;ZA;15/09/2021
RUA JOSE MENDES DE CARVALHO - CASTELO - 30840-350 - BELO HORIZONTE - MG;CASTELO;0;420;0;0;TE;1;LV;TERRITORIAL;650000;117000;ZAR2;15/09/2021
RUA LENA 66 - BETANIA - 30590-540 - BELO HORIZONTE - MG;BETANIA;1978;200;152;152;P3;1;CA;RESIDENCIAL;315357,6;9460,72;ZAP;15/09/2021
RUA UIRAPURU 67 - SALGADO FILHO - 30550-070 - BELO HORIZONTE - MG;SALGADO FILHO;0;402;0;0;TE;1;LV;TERRITORIAL;437778;78800,04;ZAP;15/09/2021
RUA SERGIPE 1170 - APT 1204 - SAVASSI - 30130-174 - BELO HORIZONTE - MG;SAVASSI;2021;1260;233,42;233,42;P4;0,032531;AP;RESIDENCIAL;1400520;42015,6;ZCBH;15/09/2021
ALA UIRAPURU - SALGADO FILHO - 30550-070 - BELO HORIZONTE - MG;SALGADO FILHO;0;414;0;0;TE;1;LV;TERRITORIAL;450846;81152,28;ZAP;15/09/2021
AVE PRESIDENTE TANCREDO NEVES 2640 - SALA SL 1301 - PAQUETA - 31330-472 - BELO HORIZONTE - MG;PAQUETA;2021;6505,42;70,26;70,26;P4;0,00562;SL;NAO RESIDENCIAL;355071,05;10652,13;ZAR2;15/09/2021
AVE PRESIDENTE TANCREDO NEVES 2640 - GARAGE VC 75 PAVMTO 4º - PAQUETA - 31330-472 - BELO HORIZONTE - MG;PAQUETA;2021;6505,42;14,38;14,38;P4;0,00115;VC;NAO RESIDENCIAL;51624,2;1548,72;ZAR2;15/09/2021
RUA JACEGUAI 208 - SALA 1001 PAVMTO 10º - PRADO - 30411-040 - BELO HORIZONTE - MG;PRADO;2016;7290,1;111,73;111,73;P5;0,0041;SL;NAO RESIDENCIAL;570000;17100;ZA;15/09/2021
RUA DOS PAMPAS 201 - GARAGE 19/34 PAVMTO 3º GAR 3 - PRADO - 30411-073 - BELO HORIZONTE - MG;PRADO;2016;7290,1;28,34;28,34;P5;0,00104;VC;NAO RESIDENCIAL;92543,57;2776,3;ZA;15/09/2021
RUA MAJOR LOPES 750 - APT 303 - SAO PEDRO - 30330-050 - BELO HORIZONTE - MG;SAO PEDRO;2021;610;211,03;211,03;P4;0,109957;AP;RESIDENCIAL;1207000;36210;ZA;15/09/2021
AVE DO CONTORNO 3800 - GARAGE 229 PAVMTO 2º PAVIMENTO G IV - SANTA EFIGENIA - 30110-022 - BELO HORIZONTE - MG;SANTA EFIGENIA;2016;2018,15;11,19;11,19;P5;0,000922;VC;NAO RESIDENCIAL;90450;2713,5;ZCBH;15/09/2021
RUA AGUAS DA PRATA 223 - APT 502 - JATOBA - 30692-450 - BELO HORIZONTE - MG;JATOBA;2021;360;138,93;138,93;P3;0,13215;AP;RESIDENCIAL;321872,12;9656,16;ZAP;15/09/2021
AVE DO CONTORNO 3800 - GARAGE 230 PAVMTO 2º PAVIMENTO G IV - SANTA EFIGENIA - 30110-022 - BELO HORIZONTE - MG;SANTA EFIGENIA;2016;2018,15;11,19;11,19;P5;0,000922;VC;NAO RESIDENCIAL;90450;2713,5;ZCBH;15/09/2021
AVE DO CONTORNO 3800 - GARAGE 231 PAVMTO 2º PAVIMENTO G IV - SANTA EFIGENIA - 30110-022 - BELO HORIZONTE - MG;SANTA EFIGENIA;2016;2018,15;11,19;11,19;P5;0,000922;VC;NAO RESIDENCIAL;90450;2713,5;ZCBH;15/09/2021
RUA PASTOR MAMELIO FERREIRA 147 - APT 104 BLOCO 5 - CAMARGOS - 30525-460 - BELO HORIZONTE - MG;CAMARGOS;2010;7133,83;50,06;50,06;P3;0,006182;AP;RESIDENCIAL;215000;6450;ZAR2;15/09/2021
RUA CONDE DE PRADOS 167 - APT 201 - PADRE EUSTAQUIO - 30720-150 - BELO HORIZONTE - MG;PADRE EUSTAQUIO;2004;420;143,85;143,85;P3;0,13157;AP;RESIDENCIAL;351548,32;10546,44;ZA;15/09/2021
PCA CARLITO FARIA 222 - APT 1301 - SAO PEDRO - 30330-392 - BELO HORIZONTE - MG;SAO PEDRO;2010;2683,05;147,96;147,96;P4;0,01618;AP;RESIDENCIAL;635000;19050;ZA;15/09/2021
RUA RODOLFO JACOB 500 - BARREIRO - 30640-480 - BELO HORIZONTE - MG;BARREIRO;1954;360;294;294;P3;1;CA;RESIDENCIAL;740838;22225,14;ZCBA;15/09/2021
AVE SENADOR LEVINDO COELHO 938 - CDI JATOBA - 30664-006 - BELO HORIZONTE - MG;CDI JATOBA;2012;2646;421,83;421,83;P4;1;LJ;NAO RESIDENCIAL;2500169,4;75005,08;ZEJAT;15/09/2021
RUA DOM BRAZ BALTAZAR 95 - CACHOEIRINHA - 31150-100 - BELO HORIZONTE - MG;CACHOEIRINHA;2010;360;182,36;182,36;P2;0,631377;CA;RESIDENCIAL;418638,35;12559,15;ZAR2;15/09/2021
RUA WANIA CARVALHO SILVEIRA 11 - APT 601 - SILVEIRA - 31140-510 - BELO HORIZONTE - MG;SILVEIRA;1999;490;212,61;212,61;P4;0,109307;AP;RESIDENCIAL;739032,36;22170,97;ZAP;15/09/2021
RUA DESEMBARGADOR JOSE SATYRO 100 - APT 101 - CASTELO - 30840-490 - BELO HORIZONTE - MG;CASTELO;1996;423;119,66;119,66;P3;0,166666;AP;RESIDENCIAL;360000;10800;ZAR2;15/09/2021
RUA CAVIUNA - SOLIMOES - 31770-730 - BELO HORIZONTE - MG;SOLIMOES;0;234,52;0;0;TE;1;LV;TERRITORIAL;150000;27000;ZAR2;15/09/2021
RUA TEFE 283 - APT 402 - RENASCENCA - 31130-420 - BELO HORIZONTE - MG;RENASCENCA;2020;300;158,36;158,36;P3;0,205005;AP;RESIDENCIAL;551092,8;16532,78;ZAP;15/09/2021
RUA DOS BOROROS 170 - APT 101 - SANTA MONICA - 31530-290 - BELO HORIZONTE - MG;SANTA MONICA;2016;484;140,45;140,45;P3;0,145902;AP;RESIDENCIAL;376808,77;11304,26;ZAP;15/09/2021
RUA ULISSES MARCONDES ESCOBAR 196 - APT 101 - BURITIS - 30575-110 - BELO HORIZONTE - MG;BURITIS;1996;469;141,78;141,78;P3;0,166666;AP;RESIDENCIAL;379999,71;11399,99;ZAR2;15/09/2021
RUA JOSE HEMETERIO ANDRADE - BURITIS - 30455-770 - BELO HORIZONTE - MG;BURITIS;0;900;0;0;TE;1;LV;TERRITORIAL;1276500;229770;ZAR2;15/09/2021
RUA IMBARE 56 - APT 603 - GUARANI - 31840-190 - BELO HORIZONTE - MG;GUARANI;2012;753,75;68,18;68,18;P3;0,03545;AP;RESIDENCIAL;259000;7770;ZAP;15/09/2021
AVE DO CONTORNO 7315 - APT 1705 - SANTO ANTONIO - 30110-047 - BELO HORIZONTE - MG;SANTO ANTONIO;2001;4158,63;49,67;49,67;P5;0,001766;AP;RESIDENCIAL;203785,8;6113,57;ZA;15/09/2021
RUA MACHADO NUNES 58 - APT 301 - SALGADO FILHO - 30550-280 - BELO HORIZONTE - MG;SALGADO FILHO;1983;382;83;83;P2;0,113747;AP;RESIDENCIAL;270000;8100;ZAP;15/09/2021
RUA ALVARO FERREIRA CARDOSO 396 - APT 101 - CARDOSO - 30626-280 - BELO HORIZONTE - MG;CARDOSO;2021;366;61,78;61,78;P3;0,11883;AP;RESIDENCIAL;264233,06;7926,99;ZAP;15/09/2021
RUA FRANCISCO BICALHO 541 - APT 902 - PADRE EUSTAQUIO - 30720-412 - BELO HORIZONTE - MG;PADRE EUSTAQUIO;2013;1000;218,24;218,24;P4;0,05086;AP;RESIDENCIAL;813773,31;24413,19;ZA;15/09/2021
RUA PLATINA 1265 - LOJA 5 - CALAFATE - 30411-325 - BELO HORIZONTE - MG;CALAFATE;1996;1138;30,84;30,84;P3;0,017869;LJ;NAO RESIDENCIAL;89039,36;2671,18;ZAP;15/09/2021
RUA CORONEL MURTA - COMITECO - 30315-140 - BELO HORIZONTE - MG;COMITECO;0;535,01;0;0;TE;1;LV;TERRITORIAL;847455,84;152542,02;ZP2;15/09/2021
AVE CRISTIANO MACHADO 1400 - APT 602 - SAGRADA FAMILIA - 31035-512 - BELO HORIZONTE - MG;SAGRADA FAMILIA;1978;14897;89,58;89,58;P3;0,003788;AP;RESIDENCIAL;319999,9;9599,99;ZAP;15/09/2021
RUA PAULISTA 633 - APT 201 - FERNAO DIAS - 31910-532 - BELO HORIZONTE - MG;FERNAO DIAS;2012;522;112,92;112,92;P3;0,07405;AP;RESIDENCIAL;274798,44;8243,95;ZAP;15/09/2021
RUA CUSTODIO PINTO COELHO - BANDEIRANTES - 31365-360 - BELO HORIZONTE - MG;BANDEIRANTES;0;1000;0;0;TE;1;LV;TERRITORIAL;495000;89100;ZP2;15/09/2021
